source_repository,source_package,relationship,target_package,constraint
clangarm64,mingw-w64-clang-aarch64-calceph,build-depends-on,mingw-w64-clang-aarch64-fc,
clangarm64,mingw-w64-clang-aarch64-calcmysky,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-calculix-ccx,build-depends-on,mingw-w64-clang-aarch64-fc,
clangarm64,mingw-w64-clang-aarch64-cantarell-fonts,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-capnproto,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-capstone,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cargo-msrv,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cas-offinder,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-castxml,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-catch,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cava,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cblas,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cblas,build-depends-on,mingw-w64-clang-aarch64-fc,
clangarm64,mingw-w64-clang-aarch64-cblas64,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cblas64,build-depends-on,mingw-w64-clang-aarch64-fc,
clangarm64,mingw-w64-clang-aarch64-ccache,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-ccmake,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cddlib,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cego,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cereal,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-ceres-solver,build-depends-on,mingw-w64-clang-aarch64-cc,
clangarm64,mingw-w64-clang-aarch64-cfitsio,build-depends-on,mingw-w64-clang-aarch64-cc,
